trp_multiplayer_profile_troop_male|multiplayer profile troop male
trp_tutorial_trainer|训 练 场 教 练 
trp_tutorial_trainer_pl|训 练 场 教 练 
trp_galeas|盖 里 阿 斯 
trp_galeas_pl|盖 里 阿 斯 
trp_farmer_from_bandit_village|农 民 
trp_farmer_from_bandit_village_pl|农 民 
trp_trainer_1|教 练 
trp_trainer_1_pl|教 练 
trp_trainer_2|教 练 
trp_trainer_2_pl|教 练 
trp_trainer_3|教 练 
trp_trainer_3_pl|教 练 
trp_trainer_4|教 练 
trp_trainer_4_pl|教 练 
trp_trainer_5|教 练 
trp_trainer_5_pl|教 练 
trp_ransom_broker_1|落 人 狩 
trp_ransom_broker_1_pl|落 人 狩 
trp_ransom_broker_2|落 人 狩 
trp_ransom_broker_2_pl|落 人 狩 
trp_ransom_broker_3|落 人 狩 
trp_ransom_broker_3_pl|落 人 狩 
trp_ransom_broker_4|落 人 狩 
trp_ransom_broker_4_pl|落 人 狩 
trp_ransom_broker_5|落 人 狩 
trp_ransom_broker_5_pl|落 人 狩 
trp_ransom_broker_6|落 人 狩 
trp_ransom_broker_6_pl|落 人 狩 
trp_ransom_broker_7|落 人 狩 
trp_ransom_broker_7_pl|落 人 狩 
trp_ransom_broker_8|落 人 狩 
trp_ransom_broker_8_pl|落 人 狩 
trp_ransom_broker_9|落 人 狩 
trp_ransom_broker_9_pl|落 人 狩 
trp_ransom_broker_10|落 人 狩 
trp_ransom_broker_10_pl|落 人 狩 
trp_ransom_broker_11|落 人 狩 
trp_ransom_broker_11_pl|落 人 狩 
trp_ransom_broker_12|落 人 狩 
trp_ransom_broker_12_pl|落 人 狩 
trp_ransom_broker_13|落 人 狩 
trp_ransom_broker_13_pl|落 人 狩 
trp_ransom_broker_14|落 人 狩 
trp_ransom_broker_14_pl|落 人 狩 
trp_ransom_broker_15|落 人 狩 
trp_ransom_broker_15_pl|落 人 狩 
trp_ransom_broker_16|落 人 狩 
trp_ransom_broker_16_pl|落 人 狩 
trp_ransom_broker_17|落 人 狩 
trp_ransom_broker_17_pl|落 人 狩 
trp_ransom_broker_18|落 人 狩 
trp_ransom_broker_18_pl|落 人 狩 
trp_ransom_broker_19|落 人 狩 
trp_ransom_broker_19_pl|落 人 狩 
trp_ransom_broker_20|落 人 狩 
trp_ransom_broker_20_pl|落 人 狩 
trp_tavern_traveler_1|旅 行 者 
trp_tavern_traveler_1_pl|旅 行 者 
trp_tavern_traveler_2|旅 行 者 
trp_tavern_traveler_2_pl|旅 行 者 
trp_tavern_traveler_3|旅 行 者 
trp_tavern_traveler_3_pl|旅 行 者 
trp_tavern_traveler_4|旅 行 者 
trp_tavern_traveler_4_pl|旅 行 者 
trp_tavern_traveler_5|旅 行 者 
trp_tavern_traveler_5_pl|旅 行 者 
trp_tavern_traveler_6|旅 行 者 
trp_tavern_traveler_6_pl|旅 行 者 
trp_tavern_traveler_7|旅 行 者 
trp_tavern_traveler_7_pl|旅 行 者 
trp_tavern_traveler_8|旅 行 者 
trp_tavern_traveler_8_pl|旅 行 者 
trp_tavern_traveler_9|旅 行 者 
trp_tavern_traveler_9_pl|旅 行 者 
trp_tavern_traveler_10|旅 行 者 
trp_tavern_traveler_10_pl|旅 行 者 
trp_tavern_traveler_11|旅 行 者 
trp_tavern_traveler_11_pl|旅 行 者 
trp_tavern_traveler_12|旅 行 者 
trp_tavern_traveler_12_pl|旅 行 者 
trp_tavern_traveler_13|旅 行 者 
trp_tavern_traveler_13_pl|旅 行 者 
trp_tavern_traveler_14|旅 行 者 
trp_tavern_traveler_14_pl|旅 行 者 
trp_tavern_traveler_15|旅 行 者 
trp_tavern_traveler_15_pl|旅 行 者 
trp_tavern_traveler_16|旅 行 者 
trp_tavern_traveler_16_pl|旅 行 者 
trp_tavern_traveler_17|旅 行 者 
trp_tavern_traveler_17_pl|旅 行 者 
trp_tavern_traveler_18|旅 行 者 
trp_tavern_traveler_18_pl|旅 行 者 
trp_tavern_traveler_19|旅 行 者 
trp_tavern_traveler_19_pl|旅 行 者 
trp_tavern_traveler_20|旅 行 者 
trp_tavern_traveler_20_pl|旅 行 者 
trp_tavern_bookseller_1|书 籍 商 人 
trp_tavern_bookseller_1_pl|书 籍 商 人 
trp_tavern_bookseller_2|书 籍 商 人 
trp_tavern_bookseller_2_pl|书 籍 商 人 
trp_tavern_minstrel_1|游 方 艺 人 
trp_tavern_minstrel_1_pl|游 方 艺 人 
trp_tavern_minstrel_2|著 名 作 家 
trp_tavern_minstrel_2_pl|游 方 艺 人 
trp_tavern_minstrel_3|神 秘 乐 师 
trp_tavern_minstrel_3_pl|游 方 艺 人 
trp_tavern_minstrel_4|宫 廷 诗 人 
trp_tavern_minstrel_4_pl|游 方 艺 人 
trp_tavern_minstrel_5|吟 游 诗 人 
trp_tavern_minstrel_5_pl|游 方 艺 人 
trp_kingdom_heroes_including_player_begin|kingdom heroes including player begin 
trp_kingdom_heroes_including_player_begin_pl|kingdom heroes including player begin 
trp_npc1|佐 佐 木 小 次 郎 
trp_npc1_pl|佐 佐 木 小 次 郎 
trp_npc2|优 木 
trp_npc2_pl|优 木 
trp_npc3|威 廉 
trp_npc3_pl|威 廉 
trp_npc4|梦 想 权 之 助 
trp_npc4_pl|梦 想 权 之 助 
trp_npc5|洪 美 玲 
trp_npc5_pl|洪 美 玲 
trp_npc6|东 治 子 
trp_npc6_pl|东 治 子 
trp_npc7|宫 本 武 藏 
trp_npc7_pl|宫 本 武 藏 
trp_npc8|弗 朗 西 斯 
trp_npc8_pl|弗 朗 西 斯 
trp_npc9|久 迩 宫 
trp_npc9_pl|久 迩 宫 
trp_npc10|五 右 卫 门 
trp_npc10_pl|五 右 卫 门 
trp_npc11|马 里 
trp_npc11_pl|马 里 
trp_npc12|铃 木 重 秀 
trp_npc12_pl|铃 木 重 秀 
trp_npc13|照 代 
trp_npc13_pl|照 代 
trp_npc14|太 原 雪 斋 
trp_npc14_pl|太 原 雪 斋 
trp_npc15|大 石 良 雄 
trp_npc15_pl|大 石 良 雄 
trp_npc16|柳 生 兵 库 助 
trp_npc16_pl|柳 生 兵 库 助 
trp_npc17|油 生 
trp_npc17_pl|油 生 
trp_npc18|满 都 海 
trp_npc18_pl|满 都 海 
trp_npc19|乔 治 
trp_npc19_pl|乔 治 
trp_npc20|施 
trp_npc20_pl|施 
trp_npc21|恩 里 克 
trp_npc21_pl|恩 里 克 
trp_npc22|伊 锁 山 台 
trp_npc22_pl|伊 锁 山 台 
trp_fort_npc_1_2|夏 尔 沙 诺 瓦 那 
trp_fort_npc_1_2_pl|夏 尔 沙 诺 瓦 那 
trp_fort_npc_2_2|纯 然 　
trp_fort_npc_2_2_pl|纯 然 　
trp_fort_npc_3_2|约 翰 . 尼 尔 
trp_fort_npc_3_2_pl|约 翰 . 尼 尔 
trp_fort_npc_4_2|冲 田 总 司 
trp_fort_npc_4_2_pl|冲 田 总 司 
trp_fort_npc_5_2|酒 三 麻 　
trp_fort_npc_5_2_pl|酒 三 麻 　
trp_fort_npc_6_2|马 分 系 　
trp_fort_npc_6_2_pl|马 分 系 　
trp_fort_npc_1_1|莱 昂 罗 修 斯 
trp_fort_npc_1_1_pl|莱 昂 罗 修 斯 
trp_fort_npc_2_1|宗 氏 当 主 　
trp_fort_npc_2_1_pl|宗 氏 当 主 　
trp_fort_npc_3_1|史 密 斯 .  巴 夏 礼 
trp_fort_npc_3_1_pl|史 密 斯 .  巴 夏 礼 
trp_fort_npc_4_1|【 副 长 】 土 方 岁 三 
trp_fort_npc_4_1_pl|土 方 岁 三 
trp_fort_npc_5_1|阿 弖 流 为 　
trp_fort_npc_5_1_pl|阿 弖 流 为 　
trp_fort_npc_6_1|坷 相 曼 夷 　
trp_fort_npc_6_1_pl|坷 相 曼 夷 　
trp_kingdom_1_lord|松 平 容 保 
trp_kingdom_1_lord_pl|松 平 容 保 
trp_kingdom_2_lord|伊 达 庆 邦 
trp_kingdom_2_lord_pl|伊 达 庆 邦 
trp_kingdom_3_lord|藤 堂 高 猷 
trp_kingdom_3_lord_pl|藤 堂 高 猷 
trp_kingdom_4_lord|毛 利 敬 亲 
trp_kingdom_4_lord_pl|毛 利 敬 亲 
trp_kingdom_5_lord|松 平 茂 昭 
trp_kingdom_5_lord_pl|松 平 茂 昭 
trp_kingdom_6_lord|德 川 庆 喜 
trp_kingdom_6_lord_pl|德 川 庆 喜 
trp_kingdom_7_lord|德 川 茂 承 
trp_kingdom_7_lord_pl|德 川 茂 承 
trp_kingdom_8_lord|池 田 庆 德 
trp_kingdom_8_lord_pl|池 田 庆 德 
trp_kingdom_9_lord|黑 田 长 溥 
trp_kingdom_9_lord_pl|黑 田 长 溥 
trp_kingdom_10_lord|南 部 利 刚 
trp_kingdom_10_lord_pl|南 部 利 刚 
trp_kingdom_11_lord|松 平 定 教 
trp_kingdom_11_lord_pl|松 平 定 教 
trp_kingdom_12_lord|山 内 丰 范 
trp_kingdom_12_lord_pl|山 内 丰 范 
trp_kingdom_13_lord|浅 野 长 训 
trp_kingdom_13_lord_pl|浅 野 长 训 
trp_kingdom_14_lord|上 杉 齐 宪 
trp_kingdom_14_lord_pl|上 杉 齐 宪 
trp_kingdom_15_lord|岛 津 忠 义 
trp_kingdom_15_lord_pl|岛 津 忠 义 
trp_kingdom_16_lord|锅 岛 直 大 
trp_kingdom_16_lord_pl|锅 岛 直 大 
trp_kingdom_17_lord|德 川 庆 笃 
trp_kingdom_17_lord_pl|德 川 庆 笃 
trp_kingdom_18_lord|牧 野 忠 训 
trp_kingdom_18_lord_pl|牧 野 忠 训 
trp_kingdom_19_lord|池 田 茂 政 
trp_kingdom_19_lord_pl|池 田 茂 政 
trp_kingdom_20_lord|前 田 庆 宁 
trp_kingdom_20_lord_pl|前 田 庆 宁 
trp_kingdom_21_lord|细 川 韶 邦 
trp_kingdom_21_lord_pl|细 川 韶 邦 
trp_kingdom_22_lord|松 平 定 昭 
trp_kingdom_22_lord_pl|松 平 定 昭 
trp_kingdom_23_lord|德 川 庆 胜 
trp_kingdom_23_lord_pl|德 川 庆 胜 
trp_kingdom_24_lord|蜂 须 贺 茂 韶 
trp_kingdom_24_lord_pl|蜂 须 贺 茂 韶 
trp_kingdom_25_lord|酒 井 忠 笃 
trp_kingdom_25_lord_pl|酒 井 忠 笃 
trp_kingdom_26_lord|佐 竹 义 尧 
trp_kingdom_26_lord_pl|佐 竹 义 尧 
trp_kingdom_27_lord|井 伊 直 宪 
trp_kingdom_27_lord_pl|井 伊 直 宪 
trp_knight_1_1|丹 羽 长 国 
trp_knight_1_1_pl|丹 羽 长 国 
trp_knight_1_2|阿 部 正 静 
trp_knight_1_2_pl|阿 部 正 静 
trp_knight_1_3|秋 田 季 春 
trp_knight_1_3_pl|秋 田 季 春 
trp_knight_1_4|山 川 浩 
trp_knight_1_4_pl|山 川 浩 
trp_knight_1_5|佐 川 官 兵 卫 
trp_knight_1_5_pl|佐 川 官 兵 卫 
trp_knight_1_6|田 中 土 佐 
trp_knight_1_6_pl|田 中 土 佐 
trp_knight_1_7|萱 野 长 修 
trp_knight_1_7_pl|萱 野 长 修 
trp_knight_1_8|横 山 常 守 
trp_knight_1_8_pl|横 山 常 守 
trp_knight_1_9|梶 原 平 马 
trp_knight_1_9_pl|梶 原 平 马 
trp_knight_1_10|西 乡 赖 母 
trp_knight_1_10_pl|西 乡 赖 母 
trp_knight_2_1|相 马 诚 胤 
trp_knight_2_1_pl|相 马 诚 胤 
trp_knight_2_2|安 藤 信 勇 
trp_knight_2_2_pl|安 藤 信 勇 
trp_knight_2_3|伊 达 邦 成 
trp_knight_2_3_pl|伊 达 邦 成 
trp_knight_2_4|伊 达 邦 直 
trp_knight_2_4_pl|伊 达 邦 直 
trp_knight_2_5|石 川 邦 光 
trp_knight_2_5_pl|石 川 邦 光 
trp_knight_3_1|石 川 成 之 
trp_knight_3_1_pl|石 川 成 之 
trp_knight_3_2|藤 堂 高 邦 
trp_knight_3_2_pl|藤 堂 高 邦 
trp_knight_3_3|藤 堂 高 洁 
trp_knight_3_3_pl|藤 堂 高 洁 
trp_knight_3_4|土 方 雄 永 
trp_knight_3_4_pl|土 方 雄 永 
trp_knight_3_5|稻 垣 长 行 
trp_knight_3_5_pl|稻 垣 长 行 
trp_knight_4_1|毛 利 元 周 
trp_knight_4_1_pl|毛 利 元 周 
trp_knight_4_2|松 平 武 聪 
trp_knight_4_2_pl|松 平 武 聪 
trp_knight_4_3|大 村 益 次 郎 
trp_knight_4_3_pl|大 村 益 次 郎 
trp_knight_4_4|山 县 有 朋 
trp_knight_4_4_pl|山 县 有 朋 
trp_knight_4_5|佐 久 间 左 马 太 
trp_knight_4_5_pl|佐 久 间 左 马 太 
trp_knight_4_6|伊 藤 后 辅 
trp_knight_4_6_pl|伊 藤 后 辅 
trp_knight_4_7|三 好 重 臣 
trp_knight_4_7_pl|三 好 重 臣 
trp_knight_4_8|桂 小 五 郎 
trp_knight_4_8_pl|桂 小 五 郎 
trp_knight_4_9|井 上 闻 多 
trp_knight_4_9_pl|井 上 闻 多 
trp_knight_4_10|前 原 一 诚 
trp_knight_4_10_pl|前 原 一 诚 
trp_knight_5_1|有 马 道 纯 
trp_knight_5_1_pl|有 马 道 纯 
trp_knight_5_2|小 笠 原 长 守 
trp_knight_5_2_pl|小 笠 原 长 守 
trp_knight_5_3|松 平 庆 永 
trp_knight_5_3_pl|松 平 庆 永 
trp_knight_5_4|中 根 雪 江 
trp_knight_5_4_pl|中 根 雪 江 
trp_knight_5_5|由 利 公 正 
trp_knight_5_5_pl|由 利 公 正 
trp_knight_6_1|松 平 定 敬 
trp_knight_6_1_pl|松 平 定 敬 
trp_knight_6_2|牧 野 贞 直 
trp_knight_6_2_pl|牧 野 贞 直 
trp_knight_6_3|板 仓 胜 静 
trp_knight_6_3_pl|板 仓 胜 静 
trp_knight_6_4|榎 本 武 扬 
trp_knight_6_4_pl|榎 本 武 扬 
trp_knight_6_5|大 鸟 圭 介 
trp_knight_6_5_pl|大 鸟 圭 介 
trp_knight_6_6|近 藤 勇 
trp_knight_6_6_pl|近 藤 勇 
trp_knight_6_7|土 方 岁 三 
trp_knight_6_7_pl|土 方 岁 三 
trp_knight_6_8|竹 中 重 固 
trp_knight_6_8_pl|竹 中 重 固 
trp_knight_6_9|立 见 尚 文 
trp_knight_6_9_pl|立 见 尚 文 
trp_knight_6_10|胜 海 舟 
trp_knight_6_10_pl|胜 海 舟 
trp_knight_6_11|天 野 八 郎 
trp_knight_6_11_pl|天 野 八 郎 
trp_knight_6_12|涩 泽 成 一 郎 
trp_knight_6_12_pl|涩 泽 成 一 郎 
trp_knight_6_13|福 田 道 直 
trp_knight_6_13_pl|福 田 道 直 
trp_knight_6_14|荒 井 郁 之 助 
trp_knight_6_14_pl|荒 井 郁 之 助 
trp_knight_6_15|甲 贺 源 吾 
trp_knight_6_15_pl|甲 贺 源 吾 
trp_knight_6_16|永 井 尚 志 
trp_knight_6_16_pl|永 井 尚 志 
trp_knight_6_17|斋 藤 一 
trp_knight_6_17_pl|斋 藤 一 
trp_knight_6_18|甲 贺 源 吾 
trp_knight_6_18_pl|甲 贺 源 吾 
trp_knight_6_19|河 津 祐 邦 
trp_knight_6_19_pl|河 津 祐 邦 
trp_knight_7_1|稻 叶 正 邦 
trp_knight_7_1_pl|稻 叶 正 邦 
trp_knight_7_2|青 山 忠 敏 
trp_knight_7_2_pl|青 山 忠 敏 
trp_knight_7_3|冈 部 长 宽 
trp_knight_7_3_pl|冈 部 长 宽 
trp_knight_7_4|水 野 忠 干 
trp_knight_7_4_pl|水 野 忠 干 
trp_knight_7_5|安 藤 直 裕 
trp_knight_7_5_pl|安 藤 直 裕 
trp_knight_8_1|松 平 定 安 
trp_knight_8_1_pl|松 平 定 安 
trp_knight_8_2|松 平 庆 伦 
trp_knight_8_2_pl|松 平 庆 伦 
trp_knight_8_3|松 平 宗 武 
trp_knight_8_3_pl|松 平 宗 武 
trp_knight_8_4|荒 尾 成 裕 
trp_knight_8_4_pl|荒 尾 成 裕 
trp_knight_8_5|荒 尾 直 就 
trp_knight_8_5_pl|荒 尾 直 就 
trp_knight_9_1|小 笠 原 长 国 
trp_knight_9_1_pl|小 笠 原 长 国 
trp_knight_9_2|奥 平 昌 服 
trp_knight_9_2_pl|奥 平 昌 服 
trp_knight_9_3|井 上 良 馨 
trp_knight_9_3_pl|井 上 良 馨 
trp_knight_9_4|黑 田 播 磨 
trp_knight_9_4_pl|黑 田 播 磨 
trp_knight_9_5|黑 田 长 德 
trp_knight_9_5_pl|黑 田 长 德 
trp_knight_10_1|松 前 勘 解 由 （ 摄 政 ） 
trp_knight_10_1_pl|松 前 勘 解 由 （ 摄 政 ） 
trp_knight_10_2|津 轻 承 昭 
trp_knight_10_2_pl|津 轻 承 昭 
trp_knight_10_3|南 部 信 民 
trp_knight_10_3_pl|南 部 信 民 
trp_knight_10_4|南 部 信 顺 
trp_knight_10_4_pl|南 部 信 顺 
trp_knight_10_5|南 部 利 义 
trp_knight_10_5_pl|南 部 利 义 
trp_knight_11_1|增 山 正 同 
trp_knight_11_1_pl|增 山 正 同 
trp_knight_11_2|酒 井 孙 八 郎 
trp_knight_11_2_pl|酒 井 孙 八 郎 
trp_knight_12_1|加 藤 泰 秋 
trp_knight_12_1_pl|加 藤 泰 秋 
trp_knight_12_2|伊 达 宗 德 
trp_knight_12_2_pl|伊 达 宗 德 
trp_knight_12_3|京 极 朗 彻 
trp_knight_12_3_pl|京 极 朗 彻 
trp_knight_12_4|板 垣 退 助 
trp_knight_12_4_pl|板 垣 退 助 
trp_knight_12_5|后 藤 象 二 郎 
trp_knight_12_5_pl|后 藤 象 二 郎 
trp_knight_12_6|菅 野 觉 兵 卫 
trp_knight_12_6_pl|菅 野 觉 兵 卫 
trp_knight_12_7|深 尾 成 质 
trp_knight_12_7_pl|深 尾 成 质 
trp_knight_12_8|谷 干 城 
trp_knight_12_8_pl|谷 干 城 
trp_knight_12_9|福 冈 孝 弟 
trp_knight_12_9_pl|福 冈 孝 弟 
trp_knight_12_10|山 内 丰 诚 
trp_knight_12_10_pl|山 内 丰 诚 
trp_knight_13_1|浅 野 忠 
trp_knight_13_1_pl|浅 野 忠 
trp_knight_13_2|辻 将 曹 
trp_knight_13_2_pl|辻 将 曹 
trp_knight_13_3|浅 野 长 勋 
trp_knight_13_3_pl|浅 野 长 勋 
trp_knight_13_4|船 越 卫 
trp_knight_13_4_pl|船 越 卫 
trp_knight_13_5|小 林 柔 吉 
trp_knight_13_5_pl|小 林 柔 吉 
trp_knight_13_6|浅 野 长 厚 
trp_knight_13_6_pl|浅 野 长 厚 
trp_knight_14_1|水 野 忠 精 
trp_knight_14_1_pl|水 野 忠 精 
trp_knight_14_2|沟 口 直 溥 
trp_knight_14_2_pl|沟 口 直 溥 
trp_knight_14_3|上 杉 茂 宪 
trp_knight_14_3_pl|上 杉 茂 宪 
trp_knight_14_4|云 井 龙 雄 
trp_knight_14_4_pl|云 井 龙 雄 
trp_knight_14_5|上 杉 胜 道 
trp_knight_14_5_pl|上 杉 胜 道 
trp_knight_14_6|千 坂 高 雅 
trp_knight_14_6_pl|千 坂 高 雅 
trp_knight_15_1|有 马 赖 咸 
trp_knight_15_1_pl|有 马 赖 咸 
trp_knight_15_2|稻 叶 久 通 
trp_knight_15_2_pl|稻 叶 久 通 
trp_knight_15_3|内 藤 政 举 
trp_knight_15_3_pl|内 藤 政 举 
trp_knight_15_4|伊 东 佑 相 
trp_knight_15_4_pl|伊 东 佑 相 
trp_knight_15_5|木 户 孝 允 
trp_knight_15_5_pl|木 户 孝 允 
trp_knight_15_6|桐 野 利 秋 
trp_knight_15_6_pl|桐 野 利 秋 
trp_knight_15_7|西 乡 隆 盛 
trp_knight_15_7_pl|西 乡 隆 盛 
trp_knight_15_8|岛 津 久 光 
trp_knight_15_8_pl|岛 津 久 光 
trp_knight_15_9|小 松 带 刀 
trp_knight_15_9_pl|小 松 带 刀 
trp_knight_15_10|大 久 保 利 通 
trp_knight_15_10_pl|大 久 保 利 通 
trp_knight_15_11|黑 田 清 隆 
trp_knight_15_11_pl|黑 田 清 隆 
trp_knight_15_12|伊 地 知 正 治 
trp_knight_15_12_pl|伊 地 知 正 治 
trp_knight_16_1|松 浦 诠 
trp_knight_16_1_pl|松 浦 诠 
trp_knight_16_2|松 平 忠 和 
trp_knight_16_2_pl|松 平 忠 和 
trp_knight_16_3|锅 岛 直 正 
trp_knight_16_3_pl|锅 岛 直 正 
trp_knight_16_4|大 隈 重 信 
trp_knight_16_4_pl|大 隈 重 信 
trp_knight_16_5|江 藤 新 平 
trp_knight_16_5_pl|江 藤 新 平 
trp_knight_16_6|副 岛 种 臣 
trp_knight_16_6_pl|副 岛 种 臣 
trp_knight_16_7|大 木 乔 任 
trp_knight_16_7_pl|大 木 乔 任 
trp_knight_16_8|岛 义 勇 
trp_knight_16_8_pl|岛 义 勇 
trp_knight_17_1|堀 田 正 伦 
trp_knight_17_1_pl|堀 田 正 伦 
trp_knight_17_2|土 屋 寅 直 
trp_knight_17_2_pl|土 屋 寅 直 
trp_knight_17_3|德 川 昭 武 
trp_knight_17_3_pl|德 川 昭 武 
trp_knight_17_4|市 川 三 左 卫 门 
trp_knight_17_4_pl|市 川 三 左 卫 门 
trp_knight_17_5|山 野 边 义 艺 
trp_knight_17_5_pl|山 野 边 义 艺 
trp_knight_18_1|河 井 继 之 助 
trp_knight_18_1_pl|河 井 继 之 助 
trp_knight_18_2|山 本 带 刀 
trp_knight_18_2_pl|山 本 带 刀 
trp_knight_19_1|阿 部 正 桓 
trp_knight_19_1_pl|阿 部 正 桓 
trp_knight_19_2|协 坂 安 斐 
trp_knight_19_2_pl|协 坂 安 斐 
trp_knight_19_3|酒 井 忠 惇 
trp_knight_19_3_pl|酒 井 忠 惇 
trp_knight_19_4|松 平 庆 宪 
trp_knight_19_4_pl|松 平 庆 宪 
trp_knight_19_5|池 田 章 政 
trp_knight_19_5_pl|池 田 章 政 
trp_knight_19_6|伊 木 忠 恭 
trp_knight_19_6_pl|伊 木 忠 恭 
trp_knight_20_1|前 田 利 畅 
trp_knight_20_1_pl|前 田 利 畅 
trp_knight_20_2|横 山 政 和 
trp_knight_20_2_pl|横 山 政 和 
trp_knight_20_3|前 田 利 声 
trp_knight_20_3_pl|前 田 利 声 
trp_knight_20_4|本 多 政 均 
trp_knight_20_4_pl|本 多 政 均 
trp_knight_20_5|村 井 长 在 
trp_knight_20_5_pl|村 井 长 在 
trp_knight_20_6|岛 田 一 郎 
trp_knight_20_6_pl|岛 田 一 郎 
trp_knight_21_1|立 花 鉴 宽 
trp_knight_21_1_pl|立 花 鉴 宽 
trp_knight_21_2|中 川 久 昭 
trp_knight_21_2_pl|中 川 久 昭 
trp_knight_21_3|松 井 盈 之 
trp_knight_21_3_pl|松 井 盈 之 
trp_knight_21_4|细 川 护 久 
trp_knight_21_4_pl|细 川 护 久 
trp_knight_21_5|长 冈 护 美 
trp_knight_21_5_pl|长 冈 护 美 
trp_knight_21_6|米 田 虎 雄 
trp_knight_21_6_pl|米 田 虎 雄 
trp_knight_22_1|松 平 定 法 
trp_knight_22_1_pl|松 平 定 法 
trp_knight_22_2|松 平 胜 成 
trp_knight_22_2_pl|松 平 胜 成 
trp_knight_22_3|松 平 将 军 
trp_knight_22_3_pl|松 平 将 军 
trp_knight_22_4|松 平 将 军 
trp_knight_22_4_pl|松 平 将 军 
trp_knight_23_1|本 多 忠 直 
trp_knight_23_1_pl|本 多 忠 直 
trp_knight_23_2|松 平 乘 秩 
trp_knight_23_2_pl|松 平 乘 秩 
trp_knight_23_3|大 河 内 信 古 
trp_knight_23_3_pl|大 河 内 信 古 
trp_knight_23_4|井 上 正 直 
trp_knight_23_4_pl|井 上 正 直 
trp_knight_23_5|太 田 资 美 
trp_knight_23_5_pl|太 田 资 美 
trp_knight_23_6|德 川 茂 德 
trp_knight_23_6_pl|德 川 茂 德 
trp_knight_24_1|松 平 赖 聪 
trp_knight_24_1_pl|松 平 赖 聪 
trp_knight_24_2|稻 田 邦 植 
trp_knight_24_2_pl|稻 田 邦 植 
trp_knight_24_3|贺 岛 政 绰 
trp_knight_24_3_pl|贺 岛 政 绰 
trp_knight_24_4|池 田 昌 丰 
trp_knight_24_4_pl|池 田 昌 丰 
trp_knight_25_1|内 藤 信 亲 
trp_knight_25_1_pl|内 藤 信 亲 
trp_knight_25_2|户 泽 正 实 
trp_knight_25_2_pl|户 泽 正 实 
trp_knight_25_3|酒 井 了 恒 
trp_knight_25_3_pl|酒 井 了 恒 
trp_knight_26_1|户 村 义 得 
trp_knight_26_1_pl|户 村 义 得 
trp_knight_26_2|佐 竹 义 遵 
trp_knight_26_2_pl|佐 竹 义 遵 
trp_knight_26_3|岩 城 隆 彰 
trp_knight_26_3_pl|岩 城 隆 彰 
trp_knight_26_4|生 驹 亲 敬 
trp_knight_26_4_pl|生 驹 亲 敬 
trp_knight_27_1|酒 井 忠 氏 
trp_knight_27_1_pl|酒 井 忠 氏 
trp_knight_27_2|本 多 康 瓤 
trp_knight_27_2_pl|本 多 康 瓤 
trp_knight_27_3|户 田 氏 共 
trp_knight_27_3_pl|户 田 氏 共 
trp_knight_27_4|木 俣 干 
trp_knight_27_4_pl|木 俣 干 
trp_kingdom_1_pretender|仙 桃 院 
trp_kingdom_1_pretender_pl|仙 桃 院 
trp_kingdom_2_pretender|岩 城 义 信 
trp_kingdom_2_pretender_pl|岩 城 义 信 
trp_kingdom_3_pretender|长 宗 我 部 义 武 
trp_kingdom_3_pretender_pl|长 宗 我 部 义 武 
trp_kingdom_4_pretender|大 内 龙 兴 
trp_kingdom_4_pretender_pl|大 内 龙 兴 
trp_kingdom_5_pretender|武 田 义 隆 
trp_kingdom_5_pretender_pl|武 田 义 隆 
trp_kingdom_6_pretender|大 友 茂 宗 
trp_kingdom_6_pretender_pl|大 友 茂 宗 
trp_knight_1_1_wife|knight 1 1 wife
trp_knight_1_1_wife_pl|knight 1 1 wife
trp_kingdom_1_lady_1|若 狭 
trp_kingdom_1_lady_1_pl|若 狭 
trp_kingdom_1_lady_2|舞 
trp_kingdom_1_lady_2_pl|舞 
trp_kingdom_1_lady_3|笠 
trp_kingdom_1_lady_3_pl|笠 
trp_kingdom_1_lady_4|弥 生 
trp_kingdom_1_lady_4_pl|弥 生 
trp_kingdom_1_lady_5|尚 
trp_kingdom_1_lady_5_pl|尚 
trp_kingdom_1_lady_6|真 子 
trp_kingdom_1_lady_6_pl|真 子 
trp_kingdom_1_lady_7|凉 子 
trp_kingdom_1_lady_7_pl|凉 子 
trp_kingdom_1_lady_8|美 樱 
trp_kingdom_1_lady_8_pl|美 樱 
trp_kingdom_1_lady_9|美 里 
trp_kingdom_1_lady_9_pl|美 里 
trp_kingdom_1_lady_10|律 
trp_kingdom_1_lady_10_pl|律 
trp_kingdom_2_lady_1|南 部 
trp_kingdom_2_lady_1_pl|南 部 
trp_kingdom_2_lady_2|三 笠 
trp_kingdom_2_lady_2_pl|三 笠 
trp_kingdom_2_lady_3|泉 
trp_kingdom_2_lady_3_pl|泉 
trp_kingdom_2_lady_4|国 
trp_kingdom_2_lady_4_pl|国 
trp_kingdom_2_lady_5|春 菜 
trp_kingdom_2_lady_5_pl|春 菜 
trp_kingdom_2_lady_6|彩 芽 
trp_kingdom_2_lady_6_pl|彩 芽 
trp_kingdom_2_lady_7|雏 
trp_kingdom_2_lady_7_pl|雏 
trp_kingdom_2_lady_8|光 
trp_kingdom_2_lady_8_pl|光 
trp_kingdom_3_lady_1|松 
trp_kingdom_3_lady_1_pl|松 
trp_kingdom_3_lady_2|森 
trp_kingdom_3_lady_2_pl|森 
trp_kingdom_3_lady_3|初 
trp_kingdom_3_lady_3_pl|初 
