itm_no_item|无 效 项 目 
itm_jinweimianjia_pl|近 卫 面 甲 
itm_jinweimianjia1|近 卫 面 甲 
itm_jinweimianjia1_pl|近 卫 面 甲 
itm_jdssddong|京 都 所 司 代 胴 
itm_jdssddong_pl|京 都 所 司 代 胴 
itm_smleishendui|萨 摩 雷 神 队 服 
itm_smleishendui_pl|萨 摩 雷 神 队 服 
itm_samoinfantry2|萨 摩 步 兵 服 
itm_samoinfantry2_pl|萨 摩 步 兵 服 
itm_shinsengumi2|新 选 组 服 
itm_shinsengumi2_pl|新 选 组 服 
itm_shinsengumi3|新 选 组 服 
itm_shinsengumi3_pl|新 选 组 服 
itm_invisible_head|无 头 
itm_invisible_head_pl|无 头 
itm_shishou|十 手 
itm_shishou_pl|十 手 
itm_nagigama|长 柄 镰 刀 
itm_nagigama_pl|长 柄 镰 刀 
itm_kasa_zen_full|笠 
itm_kasa_zen_full_pl|笠 
itm_wuqixiang|武 器 箱 
itm_wuqixiang_pl|武 器 箱 
itm_gai_box_wod|木 材 捆 
itm_gai_box_wod_pl|木 材 捆 
itm_kidate|木 盾 
itm_kidate_pl|木 盾 
itm_xishiinfantry2|西 式 步 兵 服 
itm_xishiinfantry2_pl|西 式 步 兵 服 
itm_ninjia_okegawa_half_4|半 身 桶 侧 忍 甲 
itm_ninjia_okegawa_half_4_pl|半 身 桶 侧 忍 甲 
itm_xishiinfantry1|西 式 步 兵 服 
itm_xishiinfantry1_pl|西 式 步 兵 服 
itm_nninja_headwrap1|忍 者 护 面 
itm_nninja_headwrap1_pl|忍 者 护 面 
itm_nninja_etie|忍 者 额 铁 
itm_nninja_etie_pl|忍 者 额 铁 
itm_beiqian|备 前 军 裤 
itm_beiqian_pl|备 前 军 裤 
itm_beiqian_suneate|备 前 臑 当 
itm_beiqian_suneate_pl|备 前 臑 当 
itm_tengt_suneate|藤 堂 臑 当 
itm_tengt_suneate_pl|藤 堂 臑 当 
itm_tengtang|藤 堂 军 裤 
itm_tengtang_pl|藤 堂 军 裤 
itm_tengtang2|藤 堂 军 裤 
itm_tengtang2_pl|藤 堂 军 裤 
itm_yida|伊 达 军 裤 
itm_yida_pl|伊 达 军 裤 
itm_yd_suneate|伊 达 臑 当 
itm_yd_suneate_pl|伊 达 臑 当 
itm_sangm|桑 名 军 裤 
itm_sangm_pl|桑 名 军 裤 
itm_sm_suneate|桑 名 臑 当 
itm_sm_suneate_pl|桑 名 臑 当 
itm_fujing|福 井 军 裤 
itm_fujing_pl|福 井 军 裤 
itm_fj_suneate|福 井 臑 当 
itm_fj_suneate_pl|福 井 臑 当 
itm_gekokujo_fujing|福 井 胴 
itm_gekokujo_fujing_pl|福 井 胴 
itm_gekokujo_jizhou_half_3|纪 州 半 身 胴 
itm_gekokujo_jizhou_half_3_pl|纪 州 半 身 胴 
itm_samurai_kabuto_21|武 士 兜 
itm_samurai_kabuto_21_pl|武 士 兜 
itm_gekokujo_jizhou|纪 州 胴 
itm_gekokujo_jizhou_pl|纪 州 胴 
itm_sabingdui|撒 兵 队 服 
itm_sabingdui_pl|撒 兵 队 服 
itm_xishiinfantry_bag|西 式 步 兵 服 
itm_xishiinfantry_bag_pl|西 式 步 兵 服 
itm_mize|米 泽 军 裤 
itm_mize_pl|米 泽 军 裤 
itm_hezhuang_bag|和 式 军 服 
itm_hezhuang_bag_pl|和 式 军 服 
itm_mz_suneate|米 泽 臑 当 
itm_mz_suneate_pl|米 泽 臑 当 
itm_snider_bayonet|施 奈 德 步 枪 
itm_snider_bayonet_pl|施 奈 德 步 枪 
itm_snider_bayonet_melee|施 奈 德 步 枪 
itm_snider_bayonet_melee_pl|施 奈 德 步 枪 
itm_kasa3zen|黑 笠 
itm_kasa3zen_pl|黑 笠 
itm_dou_kasa1|笠 
itm_dou_kasa1_pl|笠 
itm_gekokujo_tatamido_1|叠 胴 
itm_gekokujo_tatamido_1_pl|叠 胴 
itm_shenlanjunfu|深 蓝 军 服 
itm_shenlanjunfu_pl|深 蓝 军 服 
itm_shenlankuzi|深 蓝 军 裤 
itm_shenlankuzi_pl|深 蓝 军 裤 
itm_cetongzu2|侧 筒 组 服 
itm_cetongzu2_pl|侧 筒 组 服 
itm_cetongzu|侧 筒 组 服 
itm_cetongzu_pl|侧 筒 组 服 
itm_cetongzu3|侧 筒 组 服 
itm_cetongzu3_pl|侧 筒 组 服 
itm_gekokujo_guodao|锅 岛 阵 笠 
itm_gekokujo_guodao_pl|锅 岛 阵 笠 
itm_qinwangjia|亲 王 胴 
itm_qinwangjia_pl|亲 王 胴 
itm_samurtakedaorg|亲 王 兜 
itm_samurtakedaorg_pl|亲 王 兜 
itm_hongrishanz|红 日 扇 子 
itm_hongrishanz_pl|红 日 扇 子 
itm_zhuangnei_suneate|庄 内 臑 当 
itm_zhuangnei_suneate_pl|庄 内 臑 当 
itm_zhuangnei|庄 内 军 裤 
itm_zhuangnei_pl|庄 内 军 裤 
itm_gekokujo_jingasa_zhuangnei|庄 内 阵 笠 
itm_gekokujo_jingasa_zhuangnei_pl|庄 内 阵 笠 
itm_gekokujo_jingasa_zhuangnei2|庄 内 阵 笠 
itm_gekokujo_jingasa_zhuangnei2_pl|庄 内 阵 笠 
itm_zhuangneixiakua|庄 内 军 裤 
itm_zhuangneixiakua_pl|庄 内 军 裤 
itm_zhuangneiqcd|庄 内 奇 铳 队 服 
itm_zhuangneiqcd_pl|庄 内 奇 铳 队 服 
itm_tushifu|徒 士 服 
itm_tushifu_pl|徒 士 服 
itm_tushifu2|徒 士 服 
itm_tushifu2_pl|徒 士 服 
itm_tushifu3|徒 士 服 
itm_tushifu3_pl|徒 士 服 
itm_tushifu_zhuojia|徒 士 甲 
itm_tushifu_zhuojia_pl|徒 士 甲 
itm_tushifu_zhuojia1|徒 士 甲 
itm_tushifu_zhuojia1_pl|徒 士 甲 
itm_tushifu_zhuojia2|徒 士 甲 
itm_tushifu_zhuojia2_pl|徒 士 甲 
itm_2tushifu_zhuojia|徒 士 甲 
itm_2tushifu_zhuojia_pl|徒 士 甲 
itm_2tushifu_zhuojia1|徒 士 甲 
itm_2tushifu_zhuojia1_pl|徒 士 甲 
itm_xiongben|熊 本 军 裤 
itm_xiongben_pl|熊 本 军 裤 
itm_hezhuang_shenlan|深 蓝 和 式 军 服 
itm_hezhuang_shenlan_pl|深 蓝 和 式 军 服 
itm_xiongben2|熊 本 军 裤 
itm_xiongben2_pl|熊 本 军 裤 
itm_xiongben_suneate|熊 本 臑 当 
itm_xiongben_suneate_pl|熊 本 臑 当 
itm_qinwangshicong|亲 王 侍 从 胴 
itm_qinwangshicong_pl|亲 王 侍 从 胴 
itm_jiangwusuo|讲 武 所 额 铁 
itm_jiangwusuo_pl|讲 武 所 额 铁 
itm_gekokujo_tushi|徒 士 服 
itm_gekokujo_tushi_pl|徒 士 服 
itm_liudima|流 镝 马 胴 
itm_liudima_pl|流 镝 马 胴 
itm_shenlantongxueku|深 蓝 筒 靴 裤 
itm_shenlantongxueku_pl|深 蓝 筒 靴 裤 
itm_mufuxiashi|幕 府 下 士 服 
itm_mufuxiashi_pl|幕 府 下 士 服 
itm_mufuxiashiku|幕 府 下 士 裤 
itm_mufuxiashiku_pl|幕 府 下 士 裤 
itm_xizhuang|西 装 
itm_xizhuang_pl|西 装 
itm_ghgwaitao|共 和 外 套 
itm_ghgwaitao_pl|共 和 外 套 
itm_ghgarmy|共 和 军 服 
itm_ghgarmy_pl|共 和 军 服 
itm_civilian_hat4c|便 帽 
itm_civilian_hat4c_pl|便 帽 
itm_civilian_hat4d|便 帽 
itm_civilian_hat4d_pl|便 帽 
itm_heisexiaku||黑 色 军 裤 
itm_heisexiaku_pl||黑 色 军 裤 
itm_ghgcap|共 和 军 帽 
itm_ghgcap_pl|共 和 军 帽 
itm_ghgdayi|共 和 军 大 衣 
itm_ghgdayi_pl|共 和 军 大 衣 
itm_ghgcap2|共 和 军 帽 
itm_ghgcap2_pl|共 和 军 帽 
itm_fanbingmao5|藩 兵 帽 
itm_fanbingmao5_pl|藩 兵 帽 
itm_xizhuang2|西 装 
itm_xizhuang2_pl|西 装 
itm_ghg_legs1|共 和 军 裤 
itm_ghg_legs1_pl|共 和 军 裤 
itm_samo_lord|萨 摩 军 官 服 
itm_samo_lord_pl|萨 摩 军 官 服 
itm_changzhou_lord|长 州 军 官 服 
itm_changzhou_lord_pl|长 州 军 官 服 
itm_british_infantry_ranker|英 国 列 兵 服 
itm_british_infantry_ranker_pl|英 国 列 兵 服 
itm_british_rifle_pants_grey|英 军 裤 
itm_british_rifle_pants_grey_pl|英 军 裤 
itm_uk_army|英 军 帽 
itm_uk_army_pl|英 军 帽 
itm_british_offcier_ranker|英 国 军 官 服 
itm_british_offcier_ranker_pl|英 国 军 官 服 
itm_uk_army2|英 军 帽 
itm_uk_army2_pl|英 军 帽 
itm_french_inf_shako_84_colours|法 军 帽 
itm_french_inf_shako_84_colours_pl|法 军 帽 
itm_marinecoat|海 军 陆 战 队 服 
itm_marinecoat_pl|海 军 陆 战 队 服 
itm_french_infantry_ranker|法 国 列 兵 服 
itm_french_infantry_ranker_pl|法 国 列 兵 服 
itm_marinepants|海 军 陆 战 队 裤 
itm_marinepants_pl|海 军 陆 战 队 裤 
itm_rus_arty_pants2|俄 国 炮 兵 裤 
itm_rus_arty_pants2_pl|俄 国 炮 兵 裤 
itm_f_chassepot|夏 塞 波 步 枪 
itm_f_chassepot_pl|夏 塞 波 步 枪 
itm_f_chassepot1|夏 塞 波 步 枪 
itm_f_chassepot1_pl|夏 塞 波 步 枪 
itm_marinecoat2|海 军 陆 战 队 服 
itm_marinecoat2_pl|海 军 陆 战 队 服 
itm_shenlanjunfupao|深 蓝 军 服 
itm_shenlanjunfupao_pl|深 蓝 军 服 
itm_mufbb2p|幕 府 步 兵 服 
itm_mufbb2p_pl|幕 府 步 兵 服 
itm_mufbbkuzip|幕 府 步 兵 裤 
itm_mufbbkuzip_pl|幕 府 步 兵 裤 
itm_items_end|Items End 
itm_items_end_pl|Items End 
